S1.1;S1.2;S1.3;S2.1;S2.2;S2.3;S2.4;S3.1;S3.2;S3.3;S3.4;S4.1;S4.2;S4.3;S5.1;S5.2
0.408447265625;11.921875;0.0;0.408447265625;0.0;0.0;11.8515625;11.7734375;0.408203125;11.7734375;11.7734375;0.0;0.0;0.0;0.0;0.0
0.259765625;12.1328125;0.0;0.259765625;0.0;0.0;11.8515625;11.8515625;0.259765625;11.8515625;11.8515625;0.0;0.0;0.0;0.0;0.0
0.40966796875;9.5234375;0.0;0.40966796875;0.0;0.0;9.453125;9.4453125;0.409912109375;9.4453125;9.4453125;0.0;0.0;0.0;0.0;0.0
0.26025390625;12.0625;0.0;0.260986328125;0.0;0.0;11.859375;11.8828125;0.260986328125;11.8828125;11.8828125;0.0;0.0;0.0;0.0;0.0
0.21728515625;10.5234375;0.0;0.21728515625;0.0;0.0;9.453125;9.46875;0.21728515625;9.46875;9.46875;0.0;0.0;0.0;0.0;0.0
0.52783203125;11.3828125;0.0;0.5283203125;0.0;0.0;11.8203125;11.828125;0.5283203125;11.828125;11.828125;0.0;0.0;0.0;0.0;0.0
0.259521484375;12.40625;0.0;0.259765625;0.0;0.0;11.828125;11.8515625;0.259765625;11.8515625;11.8515625;0.0;0.0;0.0;0.0;0.0
0.2098388671875;9.6328125;0.00011444091796875;0.209716796875;0.00011444091796875;0.00011444091796875;9.484375;9.5;0.209716796875;8.53125;8.53125;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875
0.33837890625;12.890625;0.0;0.33837890625;0.0;0.0;11.859375;11.859375;0.33837890625;8.6171875;8.6171875;0.0;0.0;0.0;0.0;0.0
0.40625;8.6484375;0.00011444091796875;0.406005859375;0.00011444091796875;0.00011444091796875;9.4921875;9.5;0.406005859375;7.01953125;7.01953125;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875
0.204345703125;9.7109375;0.0;0.204345703125;0.0;0.0;9.4453125;9.3125;0.204345703125;6.5;6.5;0.0;0.0;0.0;0.0;0.0
0.361328125;9.6953125;0.00011444091796875;0.361083984375;0.00011444091796875;0.00011444091796875;9.4921875;9.4921875;0.361083984375;6.578125;6.578125;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875
0.321044921875;10.15625;0.0;0.32080078125;0.0;0.0;9.4765625;9.4765625;0.32080078125;6.83984375;6.83984375;0.0;0.0;0.0;0.0;0.0
0.211669921875;9.8125;0.00011444091796875;0.2115478515625;0.00011444091796875;0.00011444091796875;9.4453125;9.4296875;0.2115478515625;6.375;6.375;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875;0.00011444091796875
4.23828125;10.3984375;5.04296875;4.31640625;0.0;0.0;11.8203125;12.7421875;4.5546875;6.0234375;11.6171875;0.0;0.0;4.1796875;0.0;0.0
11.4296875;14.8046875;10.7734375;11.6015625;0.0001430511474609375;0.0001430511474609375;11.6328125;23.109375;12.03125;5.7890625;17.265625;0.0001430511474609375;0.0001430511474609375;11.3125;0.0001430511474609375;0.0001430511474609375
9.9296875;9.734375;9.5859375;10.3671875;0.0;0.0;10.7578125;19.578125;10.140625;4.76953125;14.0;0.0;0.0;9.28125;0.0;0.0
11.71875;12.046875;11.015625;11.734375;0.0001430511474609375;0.0001430511474609375;11.6953125;23.0;11.8046875;6.4296875;17.703125;0.0001430511474609375;0.0001430511474609375;11.296875;0.0001430511474609375;0.0001430511474609375
9.3984375;9.15625;9.453125;9.390625;0.0;0.0;9.359375;18.703125;9.71875;4.875;14.1953125;0.0;0.0;9.359375;0.0;0.0
11.5546875;10.921875;13.1484375;12.015625;0.0001430511474609375;0.0001430511474609375;12.03125;23.140625;12.328125;5.5859375;17.171875;0.0001430511474609375;0.0001430511474609375;11.6875;0.0001430511474609375;0.0001430511474609375
11.7734375;10.8984375;16.6875;11.796875;0.0;0.0;11.7265625;23.53125;12.75;1.779296875;13.53125;0.0;0.0;11.796875;0.0;0.0
9.4296875;6.6953125;6.2578125;9.421875;0.0;0.0;7.79296875;18.28125;10.2265625;0.0;9.375;0.0;0.0;9.2890625;0.0;0.0
11.4921875;7.4296875;12.9296875;11.7109375;0.0;0.0;9.2734375;21.046875;12.359375;0.0;11.4765625;0.0;0.0;11.515625;0.0;0.0
9.5234375;10.9296875;9.0390625;9.515625;0.0;0.0;9.484375;18.828125;10.078125;0.0;9.4765625;0.0;0.0;9.515625;0.0;0.0
11.890625;11.1640625;14.828125;11.890625;0.0;0.0;11.8359375;23.75;12.8671875;0.0;11.875;0.0;0.0;11.875;0.0;0.0
9.5078125;0.9287109375;9.9140625;9.515625;0.0;0.0;2.95703125;12.578125;10.125;0.0;9.5078125;0.0;0.0;9.515625;0.0;0.0
8.890625;9.390625;8.625;8.90625;0.0;0.0;9.2890625;17.90625;9.34375;0.0;8.6171875;0.0;0.0;8.6171875;0.0;0.0
9.4453125;10.0703125;9.359375;9.5078125;0.0;0.0;9.3125;18.703125;9.9296875;0.0;9.3984375;0.0;0.0;9.4453125;0.0;0.0
11.875;14.734375;13.2109375;11.8984375;0.0001430511474609375;0.0001430511474609375;11.65625;23.5625;12.4609375;0.0001430511474609375;11.8984375;0.0001430511474609375;0.0001430511474609375;11.8984375;0.0001430511474609375;0.0001430511474609375
9.5234375;7.046875;9.2578125;9.5234375;0.0;0.0;6.55859375;16.03125;10.125;0.0;9.4609375;0.0;0.0;9.5234375;0.0;0.0
9.453125;10.7578125;11.1796875;9.375;0.00011444091796875;0.00011444091796875;9.25;17.59375;8.9453125;0.00011444091796875;8.34375;0.00011444091796875;0.00011444091796875;8.3125;0.00011444091796875;0.00011444091796875
0.548828125;9.96875;0.0;0.548828125;0.0;0.0;9.5;9.5;0.548828125;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.548828125;9.96875;0.0;0.548828125;0.0;0.0;9.5;9.5;0.548828125;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.412109375;13.515625;2.859375;2.419921875;0.00011444091796875;0.00011444091796875;9.5078125;11.6953125;2.568359375;0.0024242401123046875;2.185546875;0.00011444091796875;0.00011444091796875;2.189453125;0.00011444091796875;0.00011444091796875
11.8359375;9.578125;11.2890625;11.90625;0.0;0.0;11.875;23.6875;12.921875;0.0086669921875;11.875;0.0;0.0;11.8984375;0.0;0.0
11.8203125;0.300537109375;13.984375;11.90625;0.0001430511474609375;0.0001430511474609375;0.300537109375;12.1875;12.1953125;0.0001430511474609375;11.8828125;0.0001430511474609375;0.0001430511474609375;11.9140625;0.0001430511474609375;0.0001430511474609375
9.5234375;2.595703125;12.484375;9.515625;0.0;0.0;2.52734375;12.0390625;9.9765625;0.0;9.515625;0.0;0.0;9.5078125;0.0;0.0
9.515625;9.90625;10.8046875;9.5078125;0.00011444091796875;0.00011444091796875;9.484375;22.8125;11.953125;0.0001430511474609375;11.0;0.00011444091796875;0.00011444091796875;8.828125;0.00011444091796875;0.00011444091796875
9.5234375;16.109375;5.53125;9.5234375;0.0;0.0;9.421875;17.6875;9.2265625;0.0;8.2578125;0.0;0.0;8.21875;0.0;0.0
9.5234375;0.7763671875;9.515625;9.515625;0.00011444091796875;0.00011444091796875;0.7763671875;10.28125;9.9453125;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875;9.515625;0.00011444091796875;0.00011444091796875
11.8828125;5.796875;12.890625;11.90625;0.0;0.0;5.75390625;17.65625;12.578125;0.0;11.90625;0.0;0.0;11.8984375;0.0;0.0
9.515625;10.671875;12.6484375;9.5234375;0.0;0.0;9.171875;18.640625;10.1015625;0.0;9.4921875;0.0;0.0;9.5078125;0.0;0.0
9.515625;10.671875;12.6484375;9.5234375;0.0;0.0;9.171875;18.640625;10.1015625;0.0;9.4921875;0.0;0.0;9.5078125;0.0;0.0
9.4453125;9.4921875;7.15625;9.5234375;0.0;0.0;9.484375;18.515625;10.1015625;0.0;9.1328125;0.0;0.0;9.1015625;0.0;0.0
11.8125;6.78125;10.140625;11.71875;0.0;0.0;8.375;18.65625;11.171875;0.0;10.125;0.0;0.0;10.1328125;0.0;0.0
11.8125;6.78125;10.140625;11.71875;0.0;0.0;8.375;18.65625;11.171875;0.0;10.125;0.0;0.0;10.1328125;0.0;0.0
11.703125;0.0;14.296875;11.8046875;0.0;0.0;0.0;11.8046875;12.421875;0.0;11.8046875;0.0;0.0;11.78125;0.0;0.0
7.94921875;6.389617919921875e-05;12.0;7.859375;1.642578125;0.0;6.389617919921875e-05;9.4765625;9.7734375;0.0;9.4765625;0.0;0.0;11.1328125;0.0;0.0
8.8203125;0.0;9.09375;8.828125;0.69775390625;0.0;0.0;9.5234375;10.1171875;0.0;9.5234375;0.0;0.0;10.2265625;0.0;0.0
8.8203125;0.0;9.09375;8.828125;0.69775390625;0.0;0.0;9.5234375;10.1171875;0.0;9.5234375;0.0;0.0;10.2265625;0.0;0.0
8.8203125;0.0;9.09375;8.828125;0.69775390625;0.0;0.0;9.5234375;10.1171875;0.0;9.5234375;0.0;0.0;10.2265625;0.0;0.0
9.265625;0.0;4.50390625;9.3828125;0.12939453125;0.0;0.0;10.75;11.421875;0.0;10.75;0.0;0.0;6.4140625;0.0;0.0
9.265625;0.0;4.50390625;9.3828125;0.12939453125;0.0;0.0;10.75;11.421875;0.0;10.75;0.0;0.0;6.4140625;0.0;0.0
9.265625;0.0;4.50390625;9.3828125;0.12939453125;0.0;0.0;10.75;11.421875;0.0;10.75;0.0;0.0;6.4140625;0.0;0.0
11.7265625;0.0001430511474609375;15.3515625;11.6796875;0.0001430511474609375;0.0001430511474609375;0.0001430511474609375;8.984375;9.171875;0.00011444091796875;8.984375;0.0001430511474609375;0.0001430511474609375;11.328125;0.0001430511474609375;0.0001430511474609375
9.5390625;0.0;10.2421875;9.53125;0.0;0.0;0.0;9.53125;9.734375;0.0;9.53125;0.0;0.0;9.53125;0.0;0.0
11.8984375;0.0001430511474609375;11.21875;11.890625;0.0001430511474609375;0.0001430511474609375;0.0001430511474609375;11.890625;12.484375;0.0001430511474609375;11.890625;0.0001430511474609375;0.0001430511474609375;11.890625;0.0001430511474609375;0.0001430511474609375
9.4453125;3.974609375;8.875;9.453125;0.0;0.0;3.51171875;12.4296875;9.5234375;0.004619598388671875;8.9296875;0.0;0.0;8.921875;0.0;0.0
9.4453125;9.328125;9.4375;9.5234375;0.00011444091796875;0.00011444091796875;9.2578125;18.46875;9.96875;0.00011444091796875;9.21875;0.00011444091796875;0.00011444091796875;9.2265625;0.00011444091796875;0.00011444091796875
9.4609375;12.3125;11.984375;9.5;0.0;0.0;9.4375;18.875;9.859375;0.0;9.453125;0.0;0.0;9.4609375;0.0;0.0
11.78125;13.90625;14.5078125;11.859375;0.0001430511474609375;0.0001430511474609375;11.78125;23.421875;12.8203125;0.0001430511474609375;11.7734375;0.0001430511474609375;0.0001430511474609375;11.78125;0.0001430511474609375;0.0001430511474609375
11.78125;13.90625;14.5078125;11.859375;0.0001430511474609375;0.0001430511474609375;11.78125;23.421875;12.8203125;0.0001430511474609375;11.7734375;0.0001430511474609375;0.0001430511474609375;11.78125;0.0001430511474609375;0.0001430511474609375
8.828125;3.79296875;6.14453125;8.671875;0.0;0.0;5.8359375;13.609375;8.4921875;0.0;7.6484375;0.0;0.0;7.5703125;0.0;0.0
8.828125;3.79296875;6.14453125;8.671875;0.0;0.0;5.8359375;13.609375;8.4921875;0.0;7.6484375;0.0;0.0;7.5703125;0.0;0.0
9.4453125;1.302734375;9.875;9.5078125;0.00011444091796875;0.00011444091796875;1.314453125;10.625;9.8984375;0.00011444091796875;9.3125;0.00011444091796875;0.00011444091796875;9.3359375;0.00011444091796875;0.00011444091796875
9.515625;6.389617919921875e-05;12.078125;9.515625;0.0;0.0;6.389617919921875e-05;9.5;9.796875;0.0;9.5;0.0;0.0;9.5078125;0.0;0.0
9.5078125;0.00011444091796875;10.4140625;9.5078125;0.00011444091796875;0.00011444091796875;0.00011444091796875;9.4921875;10.078125;0.00011444091796875;9.4921875;0.00011444091796875;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875
9.4609375;0.0;6.1015625;9.3828125;0.0;0.0;0.0;7.9921875;8.484375;0.0;7.9921875;0.0;0.0;7.93359375;0.0;0.0
11.90625;0.0001430511474609375;12.1484375;11.90625;0.0001430511474609375;0.0001430511474609375;0.0001430511474609375;11.796875;12.53125;0.0001430511474609375;11.796875;0.0001430511474609375;0.0001430511474609375;11.8125;0.0001430511474609375;0.0001430511474609375
11.8984375;0.0;14.671875;11.90625;0.0;0.0;0.0;11.859375;12.3125;0.0;11.859375;0.0;0.0;11.875;0.0;0.0
9.5;0.88232421875;13.09375;9.515625;0.0;0.0;0.88232421875;10.3671875;9.734375;0.0023097991943359375;9.484375;0.0;0.0;9.5234375;0.0;0.0
9.5078125;8.859375;9.875;9.5078125;0.0;0.0;7.4375;16.890625;10.453125;0.0;9.484375;0.0;0.0;9.421875;0.0;0.0
4.93359375;10.859375;2.5625;4.84765625;0.0;0.0;9.4453125;12.96875;4.16015625;0.0;3.509765625;0.0;0.0;3.5;0.0;0.0
4.93359375;10.859375;2.5625;4.84765625;0.0;0.0;9.4453125;12.96875;4.16015625;0.0;3.509765625;0.0;0.0;3.5;0.0;0.0
4.93359375;10.859375;2.5625;4.84765625;0.0;0.0;9.4453125;12.96875;4.16015625;0.0;3.509765625;0.0;0.0;3.5;0.0;0.0
0.2685546875;10.0703125;0.0;0.26904296875;0.0;0.0;9.53125;9.5234375;0.2685546875;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.1875;8.9609375;8.5625;7.234375;0.0;0.0;11.875;18.875;7.9296875;0.0;7.01171875;0.0;0.0;7.0390625;0.0;0.0
7.1875;8.9609375;8.5625;7.234375;0.0;0.0;11.875;18.875;7.9296875;0.0;7.01171875;0.0;0.0;7.0390625;0.0;0.0
11.703125;13.0625;11.7578125;11.7265625;0.0;0.0;11.6484375;23.34375;12.546875;0.0;11.703125;0.0;0.0;11.7265625;0.0;0.0
11.703125;13.0625;11.7578125;11.7265625;0.0;0.0;11.6484375;23.34375;12.546875;0.0;11.703125;0.0;0.0;11.7265625;0.0;0.0
9.515625;5.4609375;9.34375;9.515625;0.0;0.0;7.66015625;17.171875;10.1484375;0.0;9.484375;0.0;0.0;9.5;0.0;0.0
11.78125;1.0546875;11.8984375;11.78125;0.0001430511474609375;0.0001430511474609375;1.0576171875;12.8359375;12.0859375;0.0001430511474609375;11.78125;0.0001430511474609375;0.0001430511474609375;11.796875;0.0001430511474609375;0.0001430511474609375
9.515625;11.8125;12.7421875;9.515625;0.0;0.0;9.3359375;18.8125;9.9453125;0.0;9.5078125;0.0;0.0;9.5078125;0.0;0.0
9.5078125;11.625;10.953125;9.5078125;0.00011444091796875;0.00011444091796875;9.390625;18.875;10.4140625;0.00011444091796875;9.5;0.00011444091796875;0.00011444091796875;9.4921875;0.00011444091796875;0.00011444091796875
9.5078125;11.625;10.953125;9.5078125;0.00011444091796875;0.00011444091796875;9.390625;18.875;10.4140625;0.00011444091796875;9.5;0.00011444091796875;0.00011444091796875;9.4921875;0.00011444091796875;0.00011444091796875
11.8046875;17.125;10.984375;11.8046875;0.0;0.0;11.65625;22.8125;12.3984375;0.0;11.0625;0.0;0.0;11.0234375;0.0;0.0
9.3671875;1.1875;10.7109375;9.4140625;0.00011444091796875;0.00011444091796875;3.380859375;12.4296875;9.5703125;0.00011444091796875;9.0234375;0.00011444091796875;0.00011444091796875;9.1015625;0.00011444091796875;0.00011444091796875
9.3671875;1.1875;10.7109375;9.4140625;0.00011444091796875;0.00011444091796875;3.380859375;12.4296875;9.5703125;0.00011444091796875;9.0234375;0.00011444091796875;0.00011444091796875;9.1015625;0.00011444091796875;0.00011444091796875
11.8671875;12.4375;11.3046875;11.8671875;0.0;0.0;10.921875;22.71875;13.0625;0.0;11.828125;0.0;0.0;11.8046875;0.0;0.0
9.484375;11.6328125;7.48828125;9.484375;0.00011444091796875;0.00011444091796875;9.4609375;18.875;10.2421875;0.000240325927734375;9.46875;0.00011444091796875;0.00011444091796875;9.421875;0.00011444091796875;0.00011444091796875
9.1953125;12.453125;7.34765625;9.1015625;0.0;0.0;9.4609375;16.90625;8.265625;0.0;7.46484375;0.0;0.0;7.47265625;0.0;0.0
9.1953125;12.453125;7.34765625;9.1015625;0.0;0.0;9.4609375;16.90625;8.265625;0.0;7.46484375;0.0;0.0;7.47265625;0.0;0.0
9.5;0.07403564453125;11.2421875;9.53125;0.00011444091796875;0.00011444091796875;0.07403564453125;9.5703125;9.953125;0.00011444091796875;9.4921875;0.00011444091796875;0.00011444091796875;9.515625;0.00011444091796875;0.00011444091796875
9.5;0.07403564453125;11.2421875;9.53125;0.00011444091796875;0.00011444091796875;0.07403564453125;9.5703125;9.953125;0.00011444091796875;9.4921875;0.00011444091796875;0.00011444091796875;9.515625;0.00011444091796875;0.00011444091796875
9.4453125;0.265625;12.8046875;9.4453125;0.0;0.0;0.265625;9.703125;9.65625;0.0;9.4375;0.0;0.0;9.453125;0.0;0.0
9.328125;0.00011444091796875;11.3046875;9.3828125;0.00011444091796875;0.00011444091796875;0.00011444091796875;9.3984375;9.9765625;0.00011444091796875;9.3984375;0.00011444091796875;0.00011444091796875;9.3984375;0.00011444091796875;0.00011444091796875
11.765625;0.0;6.8203125;11.5234375;0.0;0.0;0.0;9.9921875;10.53125;0.0;9.9921875;0.0;0.0;9.734375;0.0;0.0
11.765625;0.0;6.8203125;11.5234375;0.0;0.0;0.0;9.9921875;10.53125;0.0;9.9921875;0.0;0.0;9.734375;0.0;0.0
11.765625;0.0;6.8203125;11.5234375;0.0;0.0;0.0;9.9921875;10.53125;0.0;9.9921875;0.0;0.0;9.734375;0.0;0.0
9.5078125;0.325927734375;10.6640625;9.5078125;0.00011444091796875;0.00011444091796875;0.325927734375;9.828125;9.84375;0.004734039306640625;9.5078125;0.00011444091796875;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875
9.5078125;3.359375;12.5859375;9.5234375;0.0;0.0;3.224609375;12.6796875;10.0;0.0;9.4609375;0.0;0.0;9.5078125;0.0;0.0
9.515625;11.921875;7.83203125;9.5078125;0.0;0.0;9.0546875;18.421875;10.6015625;0.0;9.4609375;0.0;0.0;9.4453125;0.0;0.0
2.392578125;10.1484375;1.69140625;2.365234375;0.0;0.0;9.46875;11.1328125;2.185546875;0.0;1.728515625;0.0;0.0;1.7021484375;0.0;0.0
2.392578125;10.1484375;1.69140625;2.365234375;0.0;0.0;9.46875;11.1328125;2.185546875;0.0;1.728515625;0.0;0.0;1.7021484375;0.0;0.0
2.392578125;10.1484375;1.69140625;2.365234375;0.0;0.0;9.46875;11.1328125;2.185546875;0.0;1.728515625;0.0;0.0;1.7021484375;0.0;0.0
2.392578125;10.1484375;1.69140625;2.365234375;0.0;0.0;9.46875;11.1328125;2.185546875;0.0;1.728515625;0.0;0.0;1.7021484375;0.0;0.0
0.20556640625;9.78125;0.0;0.20556640625;0.0;0.0;9.515625;9.515625;0.20556640625;0.0023097991943359375;0.0023097991943359375;0.0;0.0;0.0;0.0;0.0
0.24609375;11.3203125;0.0;0.2459716796875;0.0;0.0;9.5078125;9.484375;0.245849609375;9.109375;9.109375;0.0;0.0;0.0;0.0;0.0
5.03515625;3.8828125;6.1953125;5.0703125;0.0;0.0;6.7265625;11.6328125;5.5078125;6.8203125;11.609375;0.0;0.0;4.8515625;0.0;0.0
9.53125;0.0947265625;7.9140625;9.53125;0.0;0.0;0.0947265625;9.625;9.984375;0.0;9.53125;0.0;0.0;9.53125;0.0;0.0
9.234375;0.53125;10.25;9.1796875;0.0;0.0;0.52880859375;8.609375;8.5703125;0.0;8.0703125;0.0;0.0;8.0234375;0.0;0.0
11.71875;0.58935546875;11.7421875;11.84375;0.0001430511474609375;0.0001430511474609375;0.59228515625;12.4140625;12.109375;0.0001430511474609375;11.8203125;0.0001430511474609375;0.0001430511474609375;11.875;0.0001430511474609375;0.0001430511474609375
11.8984375;0.1300048828125;12.203125;11.8984375;0.0;0.0;0.1300048828125;12.03125;12.2734375;0.002887725830078125;11.90625;0.0;0.0;11.90625;0.0;0.0
9.4453125;0.057861328125;7.75390625;9.515625;0.00011444091796875;0.00011444091796875;0.057861328125;9.5703125;10.1015625;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875
9.4453125;0.057861328125;7.75390625;9.515625;0.00011444091796875;0.00011444091796875;0.057861328125;9.5703125;10.1015625;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875;9.5078125;0.00011444091796875;0.00011444091796875
11.8203125;0.2454833984375;10.359375;11.859375;0.0;0.0;0.2454833984375;12.0859375;12.3359375;0.0;11.84375;0.0;0.0;11.8359375;0.0;0.0
9.515625;0.0787353515625;6.703125;9.53125;0.00011444091796875;0.00011444091796875;0.0787353515625;8.9375;9.4140625;0.00017833709716796875;8.859375;0.00011444091796875;0.00011444091796875;8.796875;0.00011444091796875;0.00011444091796875
3.931640625;1.0537109375;0.002887725830078125;3.921875;1.9287109375;0.0;1.05078125;6.6328125;5.67578125;0.0;5.546875;0.0;0.0;5.41796875;0.0;0.0
3.931640625;1.0537109375;0.002887725830078125;3.921875;1.9287109375;0.0;1.05078125;6.6328125;5.67578125;0.0;5.546875;0.0;0.0;5.41796875;0.0;0.0
3.931640625;1.0537109375;0.002887725830078125;3.921875;1.9287109375;0.0;1.05078125;6.6328125;5.67578125;0.0;5.546875;0.0;0.0;5.41796875;0.0;0.0
0.31005859375;14.125;0.0001430511474609375;0.309814453125;0.7294921875;0.0001430511474609375;8.15625;8.90625;0.98388671875;0.0030307769775390625;0.7900390625;0.0001430511474609375;0.0001430511474609375;0.7294921875;0.0001430511474609375;0.0001430511474609375
0.31005859375;14.125;0.0001430511474609375;0.309814453125;0.7294921875;0.0001430511474609375;8.15625;8.90625;0.98388671875;0.0030307769775390625;0.7900390625;0.0001430511474609375;0.0001430511474609375;0.7294921875;0.0001430511474609375;0.0001430511474609375
0.31005859375;14.125;0.0001430511474609375;0.309814453125;0.7294921875;0.0001430511474609375;8.15625;8.90625;0.98388671875;0.0030307769775390625;0.7900390625;0.0001430511474609375;0.0001430511474609375;0.7294921875;0.0001430511474609375;0.0001430511474609375
