switch_id0,eth_dst0,eth_src0,eth_type0,ipv4_src0,ipv4_dst0,in_port0,packet_count0,byte_count0,duration_sec0,idle_timeout_s0,hard_timeout_s0,priority0,switch_id1,eth_dst1,eth_src1,eth_type1,ipv4_src1,ipv4_dst1,in_port1,packet_count1,byte_count1,duration_sec1,idle_timeout_s1,hard_timeout_s1,priority1,switch_id2,eth_dst2,eth_src2,eth_type2,ipv4_src2,ipv4_dst2,in_port2,packet_count2,byte_count2,duration_sec2,idle_timeout_s2,hard_timeout_s2,priority2,switch_id3,eth_dst3,eth_src3,eth_type3,ipv4_src3,ipv4_dst3,in_port3,packet_count3,byte_count3,duration_sec3,idle_timeout_s3,hard_timeout_s3,priority3,switch_id4,eth_dst4,eth_src4,eth_type4,ipv4_src4,ipv4_dst4,in_port4,packet_count4,byte_count4,duration_sec4,idle_timeout_s4,hard_timeout_s4,priority4,switch_id5,eth_dst5,eth_src5,eth_type5,ipv4_src5,ipv4_dst5,in_port5,packet_count5,byte_count5,duration_sec5,idle_timeout_s5,hard_timeout_s5,priority5,switch_id6,eth_dst6,eth_src6,eth_type6,ipv4_src6,ipv4_dst6,in_port6,packet_count6,byte_count6,duration_sec6,idle_timeout_s6,hard_timeout_s6,priority6,switch_id7,eth_dst7,eth_src7,eth_type7,ipv4_src7,ipv4_dst7,in_port7,packet_count7,byte_count7,duration_sec7,idle_timeout_s7,hard_timeout_s7,priority7,switch_id8,eth_dst8,eth_src8,eth_type8,ipv4_src8,ipv4_dst8,in_port8,packet_count8,byte_count8,duration_sec8,idle_timeout_s8,hard_timeout_s8,priority8,switch_id9,eth_dst9,eth_src9,eth_type9,ipv4_src9,ipv4_dst9,in_port9,packet_count9,byte_count9,duration_sec9,idle_timeout_s9,hard_timeout_s9,priority9,switch_id10,eth_dst10,eth_src10,eth_type10,ipv4_src10,ipv4_dst10,in_port10,packet_count10,byte_count10,duration_sec10,idle_timeout_s10,hard_timeout_s10,priority10,switch_id11,eth_dst11,eth_src11,eth_type11,ipv4_src11,ipv4_dst11,in_port11,packet_count11,byte_count11,duration_sec11,idle_timeout_s11,hard_timeout_s11,priority11,switch_id12,eth_dst12,eth_src12,eth_type12,ipv4_src12,ipv4_dst12,in_port12,packet_count12,byte_count12,duration_sec12,idle_timeout_s12,hard_timeout_s12,priority12,switch_id13,eth_dst13,eth_src13,eth_type13,ipv4_src13,ipv4_dst13,in_port13,packet_count13,byte_count13,duration_sec13,idle_timeout_s13,hard_timeout_s13,priority13,switch_id14,eth_dst14,eth_src14,eth_type14,ipv4_src14,ipv4_dst14,in_port14,packet_count14,byte_count14,duration_sec14,idle_timeout_s14,hard_timeout_s14,priority14
1,1,2,800,2,1,3,34385,1962921130,1,5,0,1,6,1,2,800,2,1,1,34384,1962921056,1,5,0,1,5,1,2,800,2,1,5,104579,5970900350,3,5,0,1,1,1,2,800,2,1,3,104579,5970900350,3,5,0,1,6,1,2,800,2,1,1,104578,5970900276,3,5,0,1,5,1,2,800,2,1,5,217370,12410354764,5,5,0,1,1,1,2,800,2,1,3,217370,12410354764,5,5,0,1,6,1,2,800,2,1,1,217369,12410354690,5,5,0,1,5,1,2,800,2,1,5,331520,18926550200,7,5,0,1,1,1,2,800,2,1,3,331520,18926550200,7,5,0,1,6,1,2,800,2,1,1,331519,18926550126,7,5,0,1,5,1,2,800,2,1,5,445015,25405475462,9,5,0,1,1,1,2,800,2,1,3,445015,25405475462,9,5,0,1,6,1,2,800,2,1,1,445014,25405475388,9,5,0,1,5,1,2,800,2,1,5,559320,31930563880,11,5,0,1
1,1,2,800,2,1,3,7094,407016956,1,5,0,1,6,1,2,800,2,1,1,7093,407016882,1,5,0,1,5,1,2,800,2,1,5,94449,5397489266,3,5,0,1,1,1,2,800,2,1,3,94449,5397489266,3,5,0,1,6,1,2,800,2,1,1,94448,5397489192,3,5,0,1,5,1,2,800,2,1,5,192372,10990038712,5,5,0,1,1,1,2,800,2,1,3,192372,10990038712,5,5,0,1,6,1,2,800,2,1,1,192371,10990038638,5,5,0,1,5,1,2,800,2,1,5,307213,17545757210,7,5,0,1,1,1,2,800,2,1,3,307213,17545757210,7,5,0,1,6,1,2,800,2,1,1,307212,17545757136,7,5,0,1,5,1,2,800,2,1,5,420639,24020826150,9,5,0,1,1,1,2,800,2,1,3,420639,24020826150,9,5,0,1,6,1,2,800,2,1,1,420638,24020826076,9,5,0,1,5,1,2,800,2,1,5,534508,30521784328,11,5,0,1
6,2,1,800,1,2,3,2363332,134311731520,51,5,0,1,5,2,1,800,1,2,2,2466954,140227409692,53,5,0,1,1,2,1,800,1,2,1,2466953,140227409618,53,5,0,1,6,2,1,800,1,2,3,2466954,140227409692,53,5,0,1,5,2,1,800,1,2,2,2539884,144393789952,55,5,0,1,1,2,1,800,1,2,1,2539883,144393789878,55,5,0,1,6,2,1,800,1,2,3,2539884,144393789952,55,5,0,1,5,2,1,800,1,2,2,2620373,148992789642,57,5,0,1,1,2,1,800,1,2,1,2620372,148992789568,57,5,0,1,6,2,1,800,1,2,3,2620373,148992789642,57,5,0,1,5,2,1,800,1,2,2,2697448,153395971624,59,5,0,1,1,2,1,800,1,2,1,2697447,153395971550,59,5,0,1,6,2,1,800,1,2,3,2697448,153395971624,59,5,0,1,5,2,1,800,1,2,2,2795763,159008875230,61,5,0,1,1,2,1,800,1,2,1,2795762,159008875156,61,5,0,1
6,4,2,800,2,4,1,34300,1958624488,1,5,0,1,4,4,2,800,2,4,4,87720,4903169888,4,5,0,1,6,4,2,800,2,4,1,87719,4903169814,4,5,0,1,4,4,2,800,2,4,4,133430,7428791580,6,5,0,1,6,4,2,800,2,4,1,133429,7428791506,6,5,0,1,4,4,2,800,2,4,4,167550,9377206484,8,5,0,1,6,4,2,800,2,4,1,167549,9377206410,8,5,0,1,4,4,2,800,2,4,4,195236,10844940880,10,5,0,1,6,4,2,800,2,4,1,195235,10844940806,10,5,0,1,4,4,2,800,2,4,4,234613,12702401746,12,5,0,1,6,4,2,800,2,4,1,234612,12702401672,12,5,0,1,4,4,2,800,2,4,4,273263,14494874294,14,5,0,1,6,4,2,800,2,4,1,273262,14494874220,14,5,0,1,4,4,2,800,2,4,4,323217,17099751058,16,5,0,1,6,4,2,800,2,4,1,323216,17099750984,16,5,0,1
2,4,3,800,3,4,1,39248,2239848664,1,5,0,1,3,4,3,800,3,4,2,39249,2239848738,1,5,0,1,4,4,3,800,3,4,2,105187,6005322726,3,5,0,1,2,4,3,800,3,4,1,105186,6005322652,3,5,0,1,3,4,3,800,3,4,2,105187,6005322726,3,5,0,1,4,4,3,800,3,4,2,171940,9818512328,5,5,0,1,2,4,3,800,3,4,1,171939,9818512254,5,5,0,1,3,4,3,800,3,4,2,171940,9818512328,5,5,0,1,4,4,3,800,3,4,2,237081,13539065082,7,5,0,1,2,4,3,800,3,4,1,237080,13539065008,7,5,0,1,3,4,3,800,3,4,2,237081,13539065082,7,5,0,1,4,4,3,800,3,4,2,301846,17238189044,9,5,0,1,2,4,3,800,3,4,1,301845,17238188970,9,5,0,1,3,4,3,800,3,4,2,301846,17238189044,9,5,0,1,4,4,3,800,3,4,2,365561,20878044762,11,5,0,1
6,2,3,800,3,2,3,1,74,0,5,0,1,6,2,3,800,3,2,3,5706682,322499188244,143,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,800,1,2,1,61172,3489539120,2,5,0,1,6,2,1,800,1,2,3,61173,3489539194,2,5,0,1,5,2,1,800,1,2,2,174633,9966254490,4,5,0,1,1,2,1,800,1,2,1,174632,9966254416,4,5,0,1,6,2,1,800,1,2,3,174633,9966254490,4,5,0,1,5,2,1,800,1,2,2,290088,16557156152,6,5,0,1,1,2,1,800,1,2,1,290087,16557156078,6,5,0,1,6,2,1,800,1,2,3,290088,16557156152,6,5,0,1,5,2,1,800,1,2,2,402943,22999366894,8,5,0,1,1,2,1,800,1,2,1,402942,22999366820,8,5,0,1,6,2,1,800,1,2,3,402943,22999366894,8,5,0,1,5,2,1,800,1,2,2,515450,29421729740,10,5,0,1,1,2,1,800,1,2,1,515449,29421729666,10,5,0,1,6,2,1,800,1,2,3,515450,29421729740,10,5,0,1,5,2,1,800,1,2,2,625614,35710439956,12,5,0,1
1,1,3,800,3,1,2,1,74,0,5,0,1,2,1,3,800,3,1,1,102450,5849518812,2,5,0,1,1,1,3,800,3,1,2,102451,5849518886,2,5,0,1,2,1,3,800,3,1,1,222979,12730032542,4,5,0,1,1,1,3,800,3,1,2,222980,12730032616,4,5,0,1,2,1,3,800,3,1,1,342833,19572072194,6,5,0,1,1,1,3,800,3,1,2,342834,19572072268,6,5,0,1,2,1,3,800,3,1,1,464485,26516611130,8,5,0,1,1,1,3,800,3,1,2,464486,26516611204,8,5,0,1,2,1,3,800,3,1,1,582803,33271003982,10,5,0,1,1,1,3,800,3,1,2,582804,33271004056,10,5,0,1,2,1,3,800,3,1,1,652755,37267713374,12,5,0,1,1,1,3,800,3,1,2,652756,37267713448,12,5,0,1,2,1,3,800,3,1,1,771191,44028606846,14,5,0,1,1,1,3,800,3,1,2,771192,44028606920,14,5,0,1
1,1,2,800,2,1,3,1,74,0,5,0,1,6,1,2,800,2,1,1,1,66,0,5,0,1,5,1,2,800,2,1,5,66686,3800373956,2,5,0,1,1,1,2,800,2,1,3,66686,3800373956,2,5,0,1,6,1,2,800,2,1,1,66685,3800373882,2,5,0,1,5,1,2,800,2,1,5,221589,12647912642,4,5,0,1,1,1,2,800,2,1,3,174863,9976585870,4,5,0,1,6,1,2,800,2,1,1,221588,12647912568,4,5,0,1,5,1,2,800,2,1,5,319469,18235518906,6,5,0,1,1,1,2,800,2,1,3,319469,18235518906,6,5,0,1,6,1,2,800,2,1,1,319468,18235518832,6,5,0,1,5,1,2,800,2,1,5,421840,23997626720,8,5,0,1,1,1,2,800,2,1,3,421840,23997626720,8,5,0,1,6,1,2,800,2,1,1,421839,23997626646,8,5,0,1,5,1,2,800,2,1,5,538129,30635560034,10,5,0,1
1,3,1,800,1,3,1,46386,2647772908,1,5,0,1,2,3,1,800,1,3,2,114507,6538309630,3,5,0,1,1,3,1,800,1,3,1,114506,6538309556,3,5,0,1,2,3,1,800,1,3,2,183190,10461210660,5,5,0,1,1,3,1,800,1,3,1,183189,10461210586,5,5,0,1,2,3,1,800,1,3,2,249074,14223947260,7,5,0,1,1,3,1,800,1,3,1,249073,14223947186,7,5,0,1,2,3,1,800,1,3,2,315444,18014685504,9,5,0,1,1,3,1,800,1,3,1,315443,18014685430,9,5,0,1,2,3,1,800,1,3,2,376869,21522873490,11,5,0,1,1,3,1,800,1,3,1,376868,21522873416,11,5,0,1,2,3,1,800,1,3,2,443599,25335942926,13,5,0,1,1,3,1,800,1,3,1,443598,25335942852,13,5,0,1,2,3,1,800,1,3,2,509992,29127798192,15,5,0,1,1,3,1,800,1,3,1,509991,29127798118,15,5,0,1
1,2,1,800,1,2,1,1949500,107502849424,55,5,0,1,6,2,1,800,1,2,3,1949501,107502849498,55,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,800,1,2,1,1,66,0,5,0,1,1,2,1,800,1,2,1,7618154,429999527788,190,5,0,1,6,2,1,800,1,2,3,7618155,429999527862,190,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,800,2,1,3,97116,5543044824,2,5,0,1,6,1,2,800,2,1,1,97115,5543044750,2,5,0,1,5,1,2,800,2,1,5,206593,11792720842,4,5,0,1,1,1,2,800,2,1,3,206593,11792720842,4,5,0,1,6,1,2,800,2,1,1,206592,11792720768,4,5,0,1,5,1,2,800,2,1,5,318026,18153745028,6,5,0,1,1,1,2,800,2,1,3,318026,18153745028,6,5,0,1,6,1,2,800,2,1,1,318025,18153744954,6,5,0,1,5,1,2,800,2,1,5,429608,24523490808,8,5,0,1,1,1,2,800,2,1,3,429608,24523490808,8,5,0,1,6,1,2,800,2,1,1,429607,24523490734,8,5,0,1,5,1,2,800,2,1,5,541785,30927379234,10,5,0,1,1,1,2,800,2,1,3,541785,30927379234,10,5,0,1,6,1,2,800,2,1,1,541784,30927379160,10,5,0,1,5,1,2,800,2,1,5,656672,37486357232,12,5,0,1
2,1,3,800,3,1,1,63042,3600592396,2,5,0,1,1,1,3,800,3,1,2,63043,3600592470,2,5,0,1,2,1,3,800,3,1,1,177936,10159687600,4,5,0,1,1,1,3,800,3,1,2,177937,10159687674,4,5,0,1,2,1,3,800,3,1,1,294322,16803704484,6,5,0,1,1,1,3,800,3,1,2,294323,16803704558,6,5,0,1,2,1,3,800,3,1,1,403440,23033046488,8,5,0,1,1,1,3,800,3,1,2,403441,23033046562,8,5,0,1,2,1,3,800,3,1,1,518197,29584374578,10,5,0,1,1,1,3,800,3,1,2,518198,29584374652,10,5,0,1,2,1,3,800,3,1,1,636616,36344728360,12,5,0,1,1,1,3,800,3,1,2,636617,36344728434,12,5,0,1,2,1,3,800,3,1,1,720305,41130542602,14,5,0,1,1,1,3,800,3,1,2,720306,41130542676,14,5,0,1,2,1,3,800,3,1,1,804319,45929728358,16,5,0,1
1,3,1,800,1,3,1,264,10633528,0,5,0,1,2,3,1,800,1,3,2,46804,2678235640,2,5,0,1,1,3,1,800,1,3,1,46803,2678235566,2,5,0,1,2,3,1,800,1,3,2,100117,5724595554,4,5,0,1,1,3,1,800,1,3,1,100116,5724595480,4,5,0,1,2,3,1,800,1,3,2,168539,9633156398,6,5,0,1,1,3,1,800,1,3,1,168538,9633156324,6,5,0,1,2,3,1,800,1,3,2,237274,13558777476,8,5,0,1,1,3,1,800,1,3,1,237273,13558777402,8,5,0,1,2,3,1,800,1,3,2,305830,17473431660,10,5,0,1,1,3,1,800,1,3,1,305829,17473431586,10,5,0,1,2,3,1,800,1,3,2,375696,21464441840,12,5,0,1,1,3,1,800,1,3,1,375695,21464441766,12,5,0,1,2,3,1,800,1,3,2,446834,25527656196,14,5,0,1,1,3,1,800,1,3,1,446833,25527656122,14,5,0,1
2,2,3,800,3,2,1,111754,6380498676,2,5,0,1,1,2,3,800,3,2,2,111755,6380498750,2,5,0,1,6,2,3,800,3,2,3,111755,6380498750,2,5,0,1,5,2,3,800,3,2,2,206275,11777234182,4,5,0,1,2,2,3,800,3,2,1,206274,11777234108,4,5,0,1,1,2,3,800,3,2,2,206275,11777234182,4,5,0,1,6,2,3,800,3,2,3,206275,11777234182,4,5,0,1,5,2,3,800,3,2,2,302054,17245786316,6,5,0,1,2,2,3,800,3,2,1,302053,17245786242,6,5,0,1,1,2,3,800,3,2,2,302054,17245786316,6,5,0,1,6,2,3,800,3,2,3,302054,17245786316,6,5,0,1,5,2,3,800,3,2,2,395140,22559801728,8,5,0,1,2,2,3,800,3,2,1,395139,22559801654,8,5,0,1,1,2,3,800,3,2,2,395140,22559801728,8,5,0,1,6,2,3,800,3,2,3,395140,22559801728,8,5,0,1
1,3,1,800,1,3,1,20786,1185852580,0,5,0,1,2,3,1,800,1,3,2,88250,5039656828,2,5,0,1,1,3,1,800,1,3,1,88249,5039656754,2,5,0,1,2,3,1,800,1,3,2,154938,8848424836,4,5,0,1,1,3,1,800,1,3,1,154937,8848424762,4,5,0,1,2,3,1,800,1,3,2,222432,12703904632,6,5,0,1,1,3,1,800,1,3,1,222431,12703904558,6,5,0,1,2,3,1,800,1,3,2,290971,16618028206,8,5,0,1,1,3,1,800,1,3,1,290970,16618028132,8,5,0,1,2,3,1,800,1,3,2,359240,20516809544,10,5,0,1,1,3,1,800,1,3,1,359239,20516809470,10,5,0,1,2,3,1,800,1,3,2,376456,21499682608,12,5,0,1,1,3,1,800,1,3,1,376455,21499682534,12,5,0,1,2,3,1,800,1,3,2,376456,21499682608,14,5,0,1,1,3,1,800,1,3,1,376455,21499682534,14,5,0,1
2,2,3,800,3,2,1,1,66,0,5,0,1,2,2,3,800,3,2,1,11592064,645010170660,266,5,0,1,3,2,3,800,3,2,2,11592065,645010170734,266,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,800,3,1,2,51677,2950433570,1,5,0,1,2,1,3,800,3,1,1,164969,9417905178,3,5,0,1,1,1,3,800,3,1,2,164970,9417905252,3,5,0,1,2,1,3,800,3,1,1,279980,15984011992,5,5,0,1,1,1,3,800,3,1,2,279981,15984012066,5,5,0,1,2,1,3,800,3,1,1,394770,22536487404,7,5,0,1,1,1,3,800,3,1,2,394771,22536487478,7,5,0,1,2,1,3,800,3,1,1,510504,29143238064,9,5,0,1,1,1,3,800,3,1,2,510505,29143238138,9,5,0,1,2,1,3,800,3,1,1,627906,35844836884,11,5,0,1,1,1,3,800,3,1,2,627907,35844836958,11,5,0,1,2,1,3,800,3,1,1,742455,42384088862,13,5,0,1,1,1,3,800,3,1,2,742456,42384088936,13,5,0,1,2,1,3,800,3,1,1,856724,48906928968,15,5,0,1,1,1,3,800,3,1,2,856725,48906929042,15,5,0,1
1,1,3,800,3,1,2,19282598,1100784279276,336,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,800,2,4,1,34065,1946229226,1,5,0,1,4,4,2,800,2,4,4,94983,5425955174,3,5,0,1,6,4,2,800,2,4,1,94982,5425955100,3,5,0,1,4,4,2,800,2,4,4,154249,8811339138,5,5,0,1,6,4,2,800,2,4,1,154248,8811339064,5,5,0,1,4,4,2,800,2,4,4,220212,12579529776,7,5,0,1,6,4,2,800,2,4,1,220211,12579529702,7,5,0,1,4,4,2,800,2,4,4,283900,16219404888,9,5,0,1,6,4,2,800,2,4,1,283899,16219404814,9,5,0,1,4,4,2,800,2,4,4,337184,19131698928,11,5,0,1,6,4,2,800,2,4,1,337183,19131698854,11,5,0,1,4,4,2,800,2,4,4,393823,21746916134,13,5,0,1,6,4,2,800,2,4,1,393822,21746916060,13,5,0,1,4,4,2,800,2,4,4,446321,24186550354,15,5,0,1,6,4,2,800,2,4,1,446320,24186550280,15,5,0,1
5,1,2,800,2,1,5,753038,42999373500,19,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,800,3,1,2,61122,3489082708,1,5,0,1,2,1,3,800,3,1,1,176889,10098017762,3,5,0,1,1,1,3,800,3,1,2,176890,10098017836,3,5,0,1,2,1,3,800,3,1,1,291467,16639018174,5,5,0,1,1,1,3,800,3,1,2,291468,16639018248,5,5,0,1,2,1,3,800,3,1,1,406512,23206753112,7,5,0,1,1,1,3,800,3,1,2,406513,23206753186,7,5,0,1,2,1,3,800,3,1,1,524068,29917719784,9,5,0,1,1,1,3,800,3,1,2,524069,29917719858,9,5,0,1,2,1,3,800,3,1,1,632634,36115280620,11,5,0,1,1,1,3,800,3,1,2,632635,36115280694,11,5,0,1,2,1,3,800,3,1,1,750402,42838345804,13,5,0,1,1,1,3,800,3,1,2,750403,42838345878,13,5,0,1,2,1,3,800,3,1,1,870546,49697393188,15,5,0,1,1,1,3,800,3,1,2,870547,49697393262,15,5,0,1
1,1,2,800,2,1,3,97959,5586357782,2,5,0,1,6,1,2,800,2,1,1,97958,5586357708,2,5,0,1,5,1,2,800,2,1,5,212989,12152532458,4,5,0,1,1,1,2,800,2,1,3,212989,12152532458,4,5,0,1,6,1,2,800,2,1,1,212988,12152532384,4,5,0,1,5,1,2,800,2,1,5,324345,18509732642,6,5,0,1,1,1,2,800,2,1,3,324345,18509732642,6,5,0,1,6,1,2,800,2,1,1,324344,18509732568,6,5,0,1,5,1,2,800,2,1,5,427147,24378723854,8,5,0,1,1,1,2,800,2,1,3,427147,24378723854,8,5,0,1,6,1,2,800,2,1,1,427146,24378723780,8,5,0,1,5,1,2,800,2,1,5,515238,29407952492,10,5,0,1,1,1,2,800,2,1,3,515238,29407952492,10,5,0,1,6,1,2,800,2,1,1,515237,29407952418,10,5,0,1,5,1,2,800,2,1,5,626476,35758018712,12,5,0,1
4,4,3,800,3,4,2,45086,2572989180,2,5,0,1,2,4,3,800,3,4,1,45085,2572989106,2,5,0,1,3,4,3,800,3,4,2,45086,2572989180,2,5,0,1,4,4,3,800,3,4,2,108501,6194663738,4,5,0,1,2,4,3,800,3,4,1,108500,6194663664,4,5,0,1,3,4,3,800,3,4,2,108501,6194663738,4,5,0,1,4,4,3,800,3,4,2,172827,9869104086,6,5,0,1,2,4,3,800,3,4,1,172826,9869104012,6,5,0,1,3,4,3,800,3,4,2,172827,9869104086,6,5,0,1,4,4,3,800,3,4,2,236634,13513285852,8,5,0,1,2,4,3,800,3,4,1,236633,13513285778,8,5,0,1,3,4,3,800,3,4,2,236634,13513285852,8,5,0,1,4,4,3,800,3,4,2,300554,17164172156,10,5,0,1,2,4,3,800,3,4,1,300553,17164172082,10,5,0,1,3,4,3,800,3,4,2,300554,17164172156,10,5,0,1
5,1,2,800,2,1,5,85375,4873063886,2,5,0,1,1,1,2,800,2,1,3,85375,4873063886,2,5,0,1,6,1,2,800,2,1,1,85374,4873063812,2,5,0,1,5,1,2,800,2,1,5,196428,11213811032,4,5,0,1,1,1,2,800,2,1,3,196428,11213811032,4,5,0,1,6,1,2,800,2,1,1,196427,11213810958,4,5,0,1,5,1,2,800,2,1,5,306306,17486005532,6,5,0,1,1,1,2,800,2,1,3,306306,17486005532,6,5,0,1,6,1,2,800,2,1,1,306305,17486005458,6,5,0,1,5,1,2,800,2,1,5,468269,26732206010,8,5,0,1,1,1,2,800,2,1,3,468269,26732206010,8,5,0,1,6,1,2,800,2,1,1,468268,26732205936,8,5,0,1,5,1,2,800,2,1,5,551745,31499421938,10,5,0,1,1,1,2,800,2,1,3,551745,31499421938,10,5,0,1,6,1,2,800,2,1,1,551744,31499421864,10,5,0,1
6,4,2,800,2,4,1,12235,696177782,0,5,0,1,4,4,2,800,2,4,4,83478,4764933644,2,5,0,1,6,4,2,800,2,4,1,83477,4764933570,2,5,0,1,4,4,2,800,2,4,4,154174,8803582236,4,5,0,1,6,4,2,800,2,4,1,154173,8803582162,4,5,0,1,4,4,2,800,2,4,4,220686,12605029332,6,5,0,1,6,4,2,800,2,4,1,220685,12605029258,6,5,0,1,4,4,2,800,2,4,4,282719,16147832790,9,5,0,1,6,4,2,800,2,4,1,282718,16147832716,9,5,0,1,4,4,2,800,2,4,4,350423,20015275342,11,5,0,1,6,4,2,800,2,4,1,350422,20015275268,11,5,0,1,4,4,2,800,2,4,4,418390,23897013156,13,5,0,1,6,4,2,800,2,4,1,418389,23897013082,13,5,0,1,4,4,2,800,2,4,4,485864,27750791992,15,5,0,1,6,4,2,800,2,4,1,485863,27750791918,15,5,0,1
2,4,3,800,3,4,1,40709,2319672250,1,5,0,1,3,4,3,800,3,4,2,40710,2319672324,1,5,0,1,4,4,3,800,3,4,2,105442,6016525324,3,5,0,1,2,4,3,800,3,4,1,105441,6016525250,3,5,0,1,3,4,3,800,3,4,2,105442,6016525324,3,5,0,1,4,4,3,800,3,4,2,168429,9614244650,5,5,0,1,2,4,3,800,3,4,1,168428,9614244576,5,5,0,1,3,4,3,800,3,4,2,168429,9614244650,5,5,0,1,4,4,3,800,3,4,2,232102,13250737924,7,5,0,1,2,4,3,800,3,4,1,232101,13250737850,7,5,0,1,3,4,3,800,3,4,2,232102,13250737924,7,5,0,1,4,4,3,800,3,4,2,295870,16893403612,9,5,0,1,2,4,3,800,3,4,1,295869,16893403538,9,5,0,1,3,4,3,800,3,4,2,295870,16893403612,9,5,0,1,4,4,3,800,3,4,2,359842,20546504196,11,5,0,1
5,2,3,800,3,2,3,5706682,322499188244,143,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
