switch_id0,eth_dst0,eth_src0,eth_type0,ipv4_src0,ipv4_dst0,in_port0,packet_count0,byte_count0,duration_sec0,idle_timeout_s0,hard_timeout_s0,priority0,switch_id1,eth_dst1,eth_src1,eth_type1,ipv4_src1,ipv4_dst1,in_port1,packet_count1,byte_count1,duration_sec1,idle_timeout_s1,hard_timeout_s1,priority1,switch_id2,eth_dst2,eth_src2,eth_type2,ipv4_src2,ipv4_dst2,in_port2,packet_count2,byte_count2,duration_sec2,idle_timeout_s2,hard_timeout_s2,priority2,switch_id3,eth_dst3,eth_src3,eth_type3,ipv4_src3,ipv4_dst3,in_port3,packet_count3,byte_count3,duration_sec3,idle_timeout_s3,hard_timeout_s3,priority3,switch_id4,eth_dst4,eth_src4,eth_type4,ipv4_src4,ipv4_dst4,in_port4,packet_count4,byte_count4,duration_sec4,idle_timeout_s4,hard_timeout_s4,priority4,switch_id5,eth_dst5,eth_src5,eth_type5,ipv4_src5,ipv4_dst5,in_port5,packet_count5,byte_count5,duration_sec5,idle_timeout_s5,hard_timeout_s5,priority5,switch_id6,eth_dst6,eth_src6,eth_type6,ipv4_src6,ipv4_dst6,in_port6,packet_count6,byte_count6,duration_sec6,idle_timeout_s6,hard_timeout_s6,priority6,switch_id7,eth_dst7,eth_src7,eth_type7,ipv4_src7,ipv4_dst7,in_port7,packet_count7,byte_count7,duration_sec7,idle_timeout_s7,hard_timeout_s7,priority7,switch_id8,eth_dst8,eth_src8,eth_type8,ipv4_src8,ipv4_dst8,in_port8,packet_count8,byte_count8,duration_sec8,idle_timeout_s8,hard_timeout_s8,priority8,switch_id9,eth_dst9,eth_src9,eth_type9,ipv4_src9,ipv4_dst9,in_port9,packet_count9,byte_count9,duration_sec9,idle_timeout_s9,hard_timeout_s9,priority9,switch_id10,eth_dst10,eth_src10,eth_type10,ipv4_src10,ipv4_dst10,in_port10,packet_count10,byte_count10,duration_sec10,idle_timeout_s10,hard_timeout_s10,priority10,switch_id11,eth_dst11,eth_src11,eth_type11,ipv4_src11,ipv4_dst11,in_port11,packet_count11,byte_count11,duration_sec11,idle_timeout_s11,hard_timeout_s11,priority11,switch_id12,eth_dst12,eth_src12,eth_type12,ipv4_src12,ipv4_dst12,in_port12,packet_count12,byte_count12,duration_sec12,idle_timeout_s12,hard_timeout_s12,priority12,switch_id13,eth_dst13,eth_src13,eth_type13,ipv4_src13,ipv4_dst13,in_port13,packet_count13,byte_count13,duration_sec13,idle_timeout_s13,hard_timeout_s13,priority13,switch_id14,eth_dst14,eth_src14,eth_type14,ipv4_src14,ipv4_dst14,in_port14,packet_count14,byte_count14,duration_sec14,idle_timeout_s14,hard_timeout_s14,priority14
2,4,3,800,3,4,1,34794,1987387844,1,5,0,1,3,4,3,800,3,4,2,34795,1987387918,1,5,0,1,4,4,3,800,3,4,2,99914,5706799100,3,5,0,1,2,4,3,800,3,4,1,99913,5706799026,3,5,0,1,3,4,3,800,3,4,2,99914,5706799100,3,5,0,1,4,4,3,800,3,4,2,164056,9370279968,5,5,0,1,2,4,3,800,3,4,1,164055,9370279894,5,5,0,1,3,4,3,800,3,4,2,164056,9370279968,5,5,0,1,4,4,3,800,3,4,2,230140,13143967968,7,5,0,1,2,4,3,800,3,4,1,230139,13143967894,7,5,0,1,3,4,3,800,3,4,2,230140,13143967968,7,5,0,1,4,4,3,800,3,4,2,296548,16936329568,9,5,0,1,2,4,3,800,3,4,1,296547,16936329494,9,5,0,1,3,4,3,800,3,4,2,296548,16936329568,9,5,0,1,4,4,3,800,3,4,2,360656,20599000840,11,5,0,1
2,4,3,800,3,4,1,43340,2478753784,1,5,0,1,3,4,3,800,3,4,2,43341,2478753858,1,5,0,1,4,4,3,800,3,4,2,107944,6169086912,3,5,0,1,2,4,3,800,3,4,1,107943,6169086838,3,5,0,1,3,4,3,800,3,4,2,107944,6169086912,3,5,0,1,4,4,3,800,3,4,2,172462,9854460924,5,5,0,1,2,4,3,800,3,4,1,172461,9854460850,5,5,0,1,3,4,3,800,3,4,2,172462,9854460924,5,5,0,1,4,4,3,800,3,4,2,238175,13607323286,7,5,0,1,2,4,3,800,3,4,1,238174,13607323212,7,5,0,1,3,4,3,800,3,4,2,238175,13607323286,7,5,0,1,4,4,3,800,3,4,2,305035,17425998814,9,5,0,1,2,4,3,800,3,4,1,305034,17425998740,9,5,0,1,3,4,3,800,3,4,2,305035,17425998814,9,5,0,1,4,4,3,800,3,4,2,368896,21073569880,11,5,0,1
6,2,3,800,3,2,2,11592065,645010170734,266,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,800,3,2,1,4508,260904824,0,5,0,1,3,2,3,800,3,2,2,4509,260904898,0,5,0,1,6,2,3,800,3,2,2,4509,260904898,0,5,0,1,4,2,3,800,3,2,2,111919,6392644534,2,5,0,1,2,2,3,800,3,2,1,111918,6392644460,2,5,0,1,3,2,3,800,3,2,2,111919,6392644534,2,5,0,1,6,2,3,800,3,2,2,111919,6392644534,2,5,0,1,4,2,3,800,3,2,2,221908,12670829720,4,5,0,1,2,2,3,800,3,2,1,221907,12670829646,4,5,0,1,3,2,3,800,3,2,2,221908,12670829720,4,5,0,1,6,2,3,800,3,2,2,221908,12670829720,4,5,0,1,4,2,3,800,3,2,2,331016,18899113496,6,5,0,1,2,2,3,800,3,2,1,331015,18899113422,6,5,0,1,3,2,3,800,3,2,2,331016,18899113496,6,5,0,1,6,2,3,800,3,2,2,331016,18899113496,6,5,0,1
2,2,3,800,3,2,1,93315,5324666574,1,5,0,1,6,2,3,800,3,2,3,93316,5324666648,1,5,0,1,5,2,3,800,3,2,3,207843,11863335222,3,5,0,1,2,2,3,800,3,2,1,207842,11863335148,3,5,0,1,6,2,3,800,3,2,3,207843,11863335222,3,5,0,1,5,2,3,800,3,2,3,305085,17416855202,5,5,0,1,2,2,3,800,3,2,1,305084,17416855128,5,5,0,1,6,2,3,800,3,2,3,305085,17416855202,5,5,0,1,5,2,3,800,3,2,3,418710,23903473892,7,5,0,1,2,2,3,800,3,2,1,418709,23903473818,7,5,0,1,6,2,3,800,3,2,3,418710,23903473892,7,5,0,1,5,2,3,800,3,2,3,534371,30505813470,9,5,0,1,2,2,3,800,3,2,1,534370,30505813396,9,5,0,1,6,2,3,800,3,2,3,534371,30505813470,9,5,0,1,5,2,3,800,3,2,3,639730,36523346540,11,5,0,1
1,1,3,800,3,1,2,58068,3314424952,1,5,0,1,2,1,3,800,3,1,1,174673,9971071890,3,5,0,1,1,1,3,800,3,1,2,174674,9971071964,3,5,0,1,2,1,3,800,3,1,1,289287,16514241790,5,5,0,1,1,1,3,800,3,1,2,289288,16514241864,5,5,0,1,2,1,3,800,3,1,1,399947,22831883558,7,5,0,1,1,1,3,800,3,1,2,399948,22831883632,7,5,0,1,2,1,3,800,3,1,1,518435,29596100814,9,5,0,1,1,1,3,800,3,1,2,518436,29596100888,9,5,0,1,2,1,3,800,3,1,1,638725,36463305642,11,5,0,1,1,1,3,800,3,1,2,638726,36463305716,11,5,0,1,2,1,3,800,3,1,1,759988,43385961912,13,5,0,1,1,1,3,800,3,1,2,759989,43385961986,13,5,0,1,2,1,3,800,3,1,1,876508,50037497912,15,5,0,1,1,1,3,800,3,1,2,876509,50037497986,15,5,0,1
1,1,2,800,2,1,3,753038,42999373500,19,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,800,3,2,1,70580,4028106108,1,5,0,1,3,2,3,800,3,2,2,70581,4028106182,1,5,0,1,6,2,3,800,3,2,2,70581,4028106182,1,5,0,1,4,2,3,800,3,2,2,175885,10039151958,3,5,0,1,2,2,3,800,3,2,1,175884,10039151884,3,5,0,1,3,2,3,800,3,2,2,175885,10039151958,3,5,0,1,6,2,3,800,3,2,2,175885,10039151958,3,5,0,1,4,2,3,800,3,2,2,283382,16175921272,5,5,0,1,2,2,3,800,3,2,1,283381,16175921198,5,5,0,1,3,2,3,800,3,2,2,283382,16175921272,5,5,0,1,6,2,3,800,3,2,2,283382,16175921272,5,5,0,1,4,2,3,800,3,2,2,392497,22404656670,7,5,0,1,2,2,3,800,3,2,1,392496,22404656596,7,5,0,1,3,2,3,800,3,2,2,392497,22404656670,7,5,0,1,6,2,3,800,3,2,2,392497,22404656670,7,5,0,1
6,4,2,800,2,4,1,26953,1539219578,1,5,0,1,4,4,2,800,2,4,4,93171,5322233422,3,5,0,1,6,4,2,800,2,4,1,93170,5322233348,3,5,0,1,4,4,2,800,2,4,4,161574,9229205036,5,5,0,1,6,4,2,800,2,4,1,161573,9229204962,5,5,0,1,4,4,2,800,2,4,4,229312,13097794064,7,5,0,1,6,4,2,800,2,4,1,229311,13097793990,7,5,0,1,4,4,2,800,2,4,4,297375,16985634070,9,5,0,1,6,4,2,800,2,4,1,297374,16985633996,9,5,0,1,4,4,2,800,2,4,4,365580,20882207560,11,5,0,1,6,4,2,800,2,4,1,365579,20882207486,11,5,0,1,4,4,2,800,2,4,4,433557,24765636898,13,5,0,1,6,4,2,800,2,4,1,433556,24765636824,13,5,0,1,4,4,2,800,2,4,4,501220,28629814712,15,5,0,1,6,4,2,800,2,4,1,501219,28629814638,15,5,0,1
4,2,3,800,3,2,2,105676,6029581108,2,5,0,1,2,2,3,800,3,2,1,105675,6029581034,2,5,0,1,3,2,3,800,3,2,2,105676,6029581108,2,5,0,1,6,2,3,800,3,2,2,105676,6029581108,2,5,0,1,4,2,3,800,3,2,2,215766,12314414792,4,5,0,1,2,2,3,800,3,2,1,215765,12314414718,4,5,0,1,3,2,3,800,3,2,2,215766,12314414792,4,5,0,1,6,2,3,800,3,2,2,215766,12314414792,4,5,0,1,4,2,3,800,3,2,2,325836,18598069260,6,5,0,1,2,2,3,800,3,2,1,325835,18598069186,6,5,0,1,3,2,3,800,3,2,2,325836,18598069260,6,5,0,1,6,2,3,800,3,2,2,325836,18598069260,6,5,0,1,4,2,3,800,3,2,2,432628,24694206044,8,5,0,1,2,2,3,800,3,2,1,432627,24694205970,8,5,0,1,3,2,3,800,3,2,2,432628,24694206044,8,5,0,1
3,4,3,800,3,4,2,18801654,1062894355852,596,5,0,1,4,4,3,800,3,4,2,18865687,1065831580174,599,5,0,1,2,4,3,800,3,4,1,18865686,1065831580100,599,5,0,1,3,4,3,800,3,4,2,18865687,1065831580174,599,5,0,1,4,4,3,800,3,4,2,18930539,1068810538694,601,5,0,1,2,4,3,800,3,4,1,18930538,1068810538620,601,5,0,1,3,4,3,800,3,4,2,18930539,1068810538694,601,5,0,1,4,4,3,800,3,4,2,18998074,1071918256676,603,5,0,1,2,4,3,800,3,4,1,18998073,1071918256602,603,5,0,1,3,4,3,800,3,4,2,18998074,1071918256676,603,5,0,1,4,4,3,800,3,4,2,19065924,1075040806584,605,5,0,1,2,4,3,800,3,4,1,19065923,1075040806510,605,5,0,1,3,4,3,800,3,4,2,19065924,1075040806584,605,5,0,1,4,4,3,800,3,4,2,19129582,1077949957500,607,5,0,1,2,4,3,800,3,4,1,19129581,1077949957426,607,5,0,1
3,2,3,800,3,2,2,7111596,389235947804,177,5,0,1,6,2,3,800,3,2,2,7111596,389235947804,178,5,0,1,4,2,3,800,3,2,2,7220886,395475227056,180,5,0,1,2,2,3,800,3,2,1,7220885,395475226982,180,5,0,1,3,2,3,800,3,2,2,7220886,395475227056,180,5,0,1,6,2,3,800,3,2,2,7220886,395475227056,180,5,0,1,4,2,3,800,3,2,2,7329801,401693527062,182,5,0,1,2,2,3,800,3,2,1,7329800,401693526988,182,5,0,1,3,2,3,800,3,2,2,7329801,401693527062,182,5,0,1,6,2,3,800,3,2,2,7329801,401693527062,182,5,0,1,4,2,3,800,3,2,2,7436264,407771050668,184,5,0,1,2,2,3,800,3,2,1,7436263,407771050594,184,5,0,1,3,2,3,800,3,2,2,7436264,407771050668,184,5,0,1,6,2,3,800,3,2,2,7436264,407771050668,184,5,0,1,4,2,3,800,3,2,2,7548146,414157851736,186,5,0,1
6,2,3,800,3,2,2,3012916,171997544328,61,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,800,3,2,1,4497,251743770,0,5,0,1,6,2,3,800,3,2,3,4498,251743844,0,5,0,1,5,2,3,800,3,2,3,114427,6527155134,2,5,0,1,2,2,3,800,3,2,1,114426,6527155060,2,5,0,1,6,2,3,800,3,2,3,114427,6527155134,2,5,0,1,5,2,3,800,3,2,3,226136,12904626904,4,5,0,1,2,2,3,800,3,2,1,226135,12904626830,4,5,0,1,6,2,3,800,3,2,3,226136,12904626904,4,5,0,1,5,2,3,800,3,2,3,339193,19358314122,6,5,0,1,2,2,3,800,3,2,1,339192,19358314048,6,5,0,1,6,2,3,800,3,2,3,339193,19358314122,6,5,0,1,5,2,3,800,3,2,3,450760,25727089464,8,5,0,1,2,2,3,800,3,2,1,450759,25727089390,8,5,0,1,6,2,3,800,3,2,3,450760,25727089464,8,5,0,1,5,2,3,800,3,2,3,564159,32201068942,10,5,0,1
2,4,3,800,3,4,1,20563,960541214,1,5,0,1,3,4,3,800,3,4,2,20564,960541288,1,5,0,1,4,4,3,800,3,4,2,87120,4051548624,3,5,0,1,2,4,3,800,3,4,1,87119,4051548550,3,5,0,1,3,4,3,800,3,4,2,87120,4051548624,3,5,0,1,4,4,3,800,3,4,2,153516,7099946888,5,5,0,1,2,4,3,800,3,4,1,153515,7099946814,5,5,0,1,3,4,3,800,3,4,2,153516,7099946888,5,5,0,1,4,4,3,800,3,4,2,217254,10041346044,7,5,0,1,2,4,3,800,3,4,1,217253,10041345970,7,5,0,1,3,4,3,800,3,4,2,217254,10041346044,7,5,0,1,4,4,3,800,3,4,2,282536,13040387712,9,5,0,1,2,4,3,800,3,4,1,282535,13040387638,9,5,0,1,3,4,3,800,3,4,2,282536,13040387712,9,5,0,1,4,4,3,800,3,4,2,341622,15758067988,11,5,0,1
2,2,3,800,3,2,1,45002,2243451280,1,5,0,1,3,2,3,800,3,2,2,45003,2243451354,1,5,0,1,6,2,3,800,3,2,2,45003,2243451354,1,5,0,1,4,2,3,800,3,2,2,102917,5412857206,3,5,0,1,2,2,3,800,3,2,1,102916,5412857132,3,5,0,1,3,2,3,800,3,2,2,102917,5412857206,3,5,0,1,6,2,3,800,3,2,2,102917,5412857206,3,5,0,1,4,2,3,800,3,2,2,150814,7855669552,5,5,0,1,2,2,3,800,3,2,1,150813,7855669478,5,5,0,1,3,2,3,800,3,2,2,150814,7855669552,5,5,0,1,6,2,3,800,3,2,2,150814,7855669552,5,5,0,1,4,2,3,800,3,2,2,184774,9718900024,7,5,0,1,2,2,3,800,3,2,1,184773,9718899950,7,5,0,1,3,2,3,800,3,2,2,184774,9718900024,7,5,0,1,6,2,3,800,3,2,2,184774,9718900024,7,5,0,1
6,4,2,800,2,4,1,7848,447109080,0,5,0,1,4,4,2,800,2,4,4,76569,4372779530,2,5,0,1,6,4,2,800,2,4,1,76568,4372779456,2,5,0,1,4,4,2,800,2,4,4,145648,8318704880,4,5,0,1,6,4,2,800,2,4,1,145647,8318704806,4,5,0,1,4,4,2,800,2,4,4,215290,12296985476,6,5,0,1,6,4,2,800,2,4,1,215289,12296985402,6,5,0,1,4,4,2,800,2,4,4,283610,16199090044,8,5,0,1,6,4,2,800,2,4,1,283609,16199089970,8,5,0,1,4,4,2,800,2,4,4,351943,20102195766,10,5,0,1,6,4,2,800,2,4,1,351942,20102195692,10,5,0,1,4,4,2,800,2,4,4,376422,21499680364,12,5,0,1,6,4,2,800,2,4,1,376421,21499680290,12,5,0,1,4,4,2,800,2,4,4,376422,21499680364,14,5,0,1,6,4,2,800,2,4,1,376421,21499680290,14,5,0,1
1,3,1,800,1,3,1,14268,813308528,0,5,0,1,2,3,1,800,1,3,2,81291,4641793382,2,5,0,1,1,3,1,800,1,3,1,81290,4641793308,2,5,0,1,2,3,1,800,1,3,2,148459,8478040966,4,5,0,1,1,3,1,800,1,3,1,148458,8478040892,4,5,0,1,2,3,1,800,1,3,2,216674,12374665164,6,5,0,1,1,3,1,800,1,3,1,216673,12374665090,6,5,0,1,2,3,1,800,1,3,2,285984,16333228696,8,5,0,1,1,3,1,800,1,3,1,285983,16333228622,8,5,0,1,2,3,1,800,1,3,2,352800,20149625576,10,5,0,1,1,3,1,800,1,3,1,352799,20149625502,10,5,0,1,2,3,1,800,1,3,2,414707,23685839558,12,5,0,1,1,3,1,800,1,3,1,414706,23685839484,12,5,0,1,2,3,1,800,1,3,2,476959,27241351854,14,5,0,1,1,3,1,800,1,3,1,476958,27241351780,14,5,0,1
6,2,1,800,1,2,3,4043216,218397149272,135,5,0,1,5,2,1,800,1,2,2,4136405,223421780946,137,5,0,1,1,2,1,800,1,2,1,4136404,223421780872,137,5,0,1,6,2,1,800,1,2,3,4136405,223421780946,137,5,0,1,5,2,1,800,1,2,2,4240293,229353347066,139,5,0,1,1,2,1,800,1,2,1,4240292,229353346992,139,5,0,1,6,2,1,800,1,2,3,4240293,229353347066,139,5,0,1,5,2,1,800,1,2,2,4290789,232243564706,141,5,0,1,1,2,1,800,1,2,1,4290788,232243564632,141,5,0,1,6,2,1,800,1,2,3,4290789,232243564706,141,5,0,1,5,2,1,800,1,2,2,4351797,235575020114,143,5,0,1,1,2,1,800,1,2,1,4351796,235575020040,143,5,0,1,6,2,1,800,1,2,3,4351797,235575020114,143,5,0,1,5,2,1,800,1,2,2,4428840,239979915504,145,5,0,1,1,2,1,800,1,2,1,4428839,239979915430,145,5,0,1
5,1,2,800,2,1,5,2656,149670840,0,5,0,1,1,1,2,800,2,1,3,2656,149670840,0,5,0,1,6,1,2,800,2,1,1,2655,149670766,0,5,0,1,5,1,2,800,2,1,5,110984,6334017136,2,5,0,1,1,1,2,800,2,1,3,110984,6334017136,2,5,0,1,6,1,2,800,2,1,1,110983,6334017062,2,5,0,1,5,1,2,800,2,1,5,225061,12846522362,4,5,0,1,1,1,2,800,2,1,3,225061,12846522362,4,5,0,1,6,1,2,800,2,1,1,225060,12846522288,4,5,0,1,5,1,2,800,2,1,5,341619,19500872806,6,5,0,1,1,1,2,800,2,1,3,341619,19500872806,6,5,0,1,6,1,2,800,2,1,1,341618,19500872732,6,5,0,1,5,1,2,800,2,1,5,412847,23572600414,8,5,0,1,1,1,2,800,2,1,3,412847,23572600414,8,5,0,1,6,1,2,800,2,1,1,412846,23572600340,8,5,0,1
2,4,3,800,3,4,1,13927,798666126,1,5,0,1,3,4,3,800,3,4,2,13928,798666200,1,5,0,1,4,4,3,800,3,4,2,78720,4498862560,3,5,0,1,2,4,3,800,3,4,1,78719,4498862486,3,5,0,1,3,4,3,800,3,4,2,78720,4498862560,3,5,0,1,4,4,3,800,3,4,2,174443,9966329654,5,5,0,1,2,4,3,800,3,4,1,174442,9966329580,5,5,0,1,3,4,3,800,3,4,2,174443,9966329654,5,5,0,1,4,4,3,800,3,4,2,237684,13578795936,7,5,0,1,2,4,3,800,3,4,1,237683,13578795862,7,5,0,1,3,4,3,800,3,4,2,237684,13578795936,7,5,0,1,4,4,3,800,3,4,2,304083,17370603270,9,5,0,1,2,4,3,800,3,4,1,304082,17370603196,9,5,0,1,3,4,3,800,3,4,2,304083,17370603270,9,5,0,1,4,4,3,800,3,4,2,370054,21138256324,11,5,0,1
5,2,1,800,1,2,2,71263,4065373510,2,5,0,1,1,2,1,800,1,2,1,71262,4065373436,2,5,0,1,6,2,1,800,1,2,3,71263,4065373510,2,5,0,1,5,2,1,800,1,2,2,180304,10290937504,4,5,0,1,1,2,1,800,1,2,1,180303,10290937430,4,5,0,1,6,2,1,800,1,2,3,180304,10290937504,4,5,0,1,5,2,1,800,1,2,2,246700,14081611424,6,5,0,1,1,2,1,800,1,2,1,246699,14081611350,6,5,0,1,6,2,1,800,1,2,3,246700,14081611424,6,5,0,1,5,2,1,800,1,2,2,355033,20266035106,8,5,0,1,1,2,1,800,1,2,1,355032,20266035032,8,5,0,1,6,2,1,800,1,2,3,355033,20266035106,8,5,0,1,5,2,1,800,1,2,2,465112,26549670488,10,5,0,1,1,2,1,800,1,2,1,465111,26549670414,10,5,0,1,6,2,1,800,1,2,3,465112,26549670488,10,5,0,1
2,3,1,800,1,3,4,56338,3217139180,2,5,0,1,1,3,1,800,1,3,1,56337,3217139106,2,5,0,1,5,3,1,800,1,3,2,119900,6847113720,4,5,0,1,2,3,1,800,1,3,4,119900,6847113720,4,5,0,1,1,3,1,800,1,3,1,119899,6847113646,4,5,0,1,5,3,1,800,1,3,2,184386,10529729196,6,5,0,1,2,3,1,800,1,3,4,184386,10529729196,6,5,0,1,1,3,1,800,1,3,1,184385,10529729122,6,5,0,1,5,3,1,800,1,3,2,250908,14328797992,8,5,0,1,2,3,1,800,1,3,4,250908,14328797992,8,5,0,1,1,3,1,800,1,3,1,250907,14328797918,8,5,0,1,5,3,1,800,1,3,2,317353,18123882290,10,5,0,1,2,3,1,800,1,3,4,317353,18123882290,10,5,0,1,1,3,1,800,1,3,1,317352,18123882216,10,5,0,1,5,3,1,800,1,3,2,382652,21853666696,12,5,0,1
1,2,1,800,1,2,1,1,66,0,5,0,1,6,2,1,800,1,2,3,1,74,0,5,0,1,5,2,1,800,1,2,2,87797,5005367954,2,5,0,1,1,2,1,800,1,2,1,87796,5005367880,2,5,0,1,6,2,1,800,1,2,3,87797,5005367954,2,5,0,1,5,2,1,800,1,2,2,200841,11459035170,4,5,0,1,1,2,1,800,1,2,1,200840,11459035096,4,5,0,1,6,2,1,800,1,2,3,200841,11459035170,4,5,0,1,5,2,1,800,1,2,2,316839,18080565390,6,5,0,1,1,2,1,800,1,2,1,316838,18080565316,6,5,0,1,6,2,1,800,1,2,3,316839,18080565390,6,5,0,1,5,2,1,800,1,2,2,480175,27406216390,8,5,0,1,1,2,1,800,1,2,1,480174,27406216316,8,5,0,1,6,2,1,800,1,2,3,480175,27406216390,8,5,0,1,5,2,1,800,1,2,2,587623,33541222782,10,5,0,1
1,2,1,800,1,2,1,24613,1169738146,1,5,0,1,6,2,1,800,1,2,3,24614,1169738220,1,5,0,1,5,2,1,800,1,2,2,75393,3551145674,3,5,0,1,1,2,1,800,1,2,1,75392,3551145600,3,5,0,1,6,2,1,800,1,2,3,75393,3551145674,3,5,0,1,5,2,1,800,1,2,2,128778,6044758196,5,5,0,1,1,2,1,800,1,2,1,128777,6044758122,5,5,0,1,6,2,1,800,1,2,3,128778,6044758196,5,5,0,1,5,2,1,800,1,2,2,191581,8953589786,7,5,0,1,1,2,1,800,1,2,1,191580,8953589712,7,5,0,1,6,2,1,800,1,2,3,191581,8953589786,7,5,0,1,5,2,1,800,1,2,2,257681,12006751226,10,5,0,1,1,2,1,800,1,2,1,257680,12006751152,10,5,0,1,6,2,1,800,1,2,3,257681,12006751226,10,5,0,1,5,2,1,800,1,2,2,316393,14754619578,12,5,0,1
5,2,3,800,3,2,3,45272,2579855376,2,5,0,1,2,2,3,800,3,2,1,45271,2579855302,2,5,0,1,6,2,3,800,3,2,3,45272,2579855376,2,5,0,1,5,2,3,800,3,2,3,115896,6615730864,4,5,0,1,2,2,3,800,3,2,1,115895,6615730790,4,5,0,1,6,2,3,800,3,2,3,115896,6615730864,4,5,0,1,5,2,3,800,3,2,3,168840,9523299904,6,5,0,1,2,2,3,800,3,2,1,168839,9523299830,6,5,0,1,6,2,3,800,3,2,3,168840,9523299904,6,5,0,1,5,2,3,800,3,2,3,217622,12252433140,8,5,0,1,2,2,3,800,3,2,1,217621,12252433066,8,5,0,1,6,2,3,800,3,2,3,217622,12252433140,8,5,0,1,5,2,3,800,3,2,3,250454,13977930364,10,5,0,1,2,2,3,800,3,2,1,250453,13977930290,10,5,0,1,6,2,3,800,3,2,3,250454,13977930364,10,5,0,1
6,4,2,800,2,4,1,15778,899364132,1,5,0,1,4,4,2,800,2,4,4,83078,4742772500,3,5,0,1,6,4,2,800,2,4,1,83077,4742772426,3,5,0,1,4,4,2,800,2,4,4,149201,8519701842,5,5,0,1,6,4,2,800,2,4,1,149200,8519701768,5,5,0,1,4,4,2,800,2,4,4,218239,12461811990,7,5,0,1,6,4,2,800,2,4,1,218238,12461811916,7,5,0,1,4,4,2,800,2,4,4,285790,16319502924,9,5,0,1,6,4,2,800,2,4,1,285789,16319502850,9,5,0,1,4,4,2,800,2,4,4,352369,20122269018,11,5,0,1,6,4,2,800,2,4,1,352368,20122268944,11,5,0,1,4,4,2,800,2,4,4,449575,25672603118,13,5,0,1,6,4,2,800,2,4,1,449574,25672603044,13,5,0,1,4,4,2,800,2,4,4,516978,29522012996,15,5,0,1,6,4,2,800,2,4,1,516977,29522012922,15,5,0,1
